sentence,unfair_label,law_article,article_number
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면으로 통지하여야 하며, 여기에는 전자문서 및 전자거래 기본법 제2조제1호에 의거한 전자문서도 포함된다. 이와 같은 상황에서 예를 들어, 시계에 대한 품질 이슈가 발생했을 경우, 을은  해당 문제를 확인할 수 있는 증빙자료를 준비하여 갑에게 서면으로 알리도록 해야 한다. 2. 자본구성에 중대한 변경이 있는 경우",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면으로 통지하여야 하며, 여기에는 전자문서 및 전자거래 기본법 제2조제1호에 의거한 전자문서도 포함된다. 이와 같은 상황에서 예를 들어, 시계에 대한 품질 이슈가 발생했을 경우, 을은  해당 문제를 확인할 수 있는 증빙자료를 준비하여 갑에게 서면으로 알리도록 해야 한다. 3. 개인사업자가 법인으로 변경되거나 법인이 개인사업자로 변경된 경우 특정 개인의 자금 흐름을 조작하여 세금 탈루를 시도할 수 있다.",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면으로 통지하여야 하며, 여기에는 전자문서 및 전자거래 기본법 제2조제1호에 의거한 전자문서도 포함된다. 이와 같은 상황에서 예를 들어, 시계에 대한 품질 이슈가 발생했을 경우, 을은  해당 문제를 확인할 수 있는 증빙자료를 준비하여 갑에게 서면으로 알리도록 해야 한다. 4. 그 밖에 갑과 을이 이 계약에 따른 각자의 의무를 이행함에 있어 중대한 변경을 초래할 수 있는 상황이 생길 경우",1,19,22
"② 이 계약과 관련한 모든 통지는 이 계약에 명시된 주소에서 비공식적인 방식으로 진행하는 것을 허용하며, 상대방의 확인 없이도 즉시 효력이 발생할 수 있다.",1,19,22
"①갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는 무단으로  증빙서류없이 상대방에게 사적인 전자문서를 통해 통지해야 한다. 예를 들어, 시계의 보증기간이 침해되었거나, 시계의 기능에 비정상적인 결함이 발견된 경우에는 즉시 이를 알리고 필요한 서류를 제출해야 한다.",1,19,22
"①갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는 무단으로  증빙서류없이 상대방에게 사적인 전자문서를 통해 통지해야 한다. 예를 들어, 시계의 보증기간이 침해되었거나, 시계의 기능에 비정상적인 결함이 발견된 경우에는 즉시 이를 알리고 필요한 서류를 제출해야 한다. 1. 주소, 상호, 대표자 등 사업자등록증에 명시된 사항이 변경된 경우",1,19,22
"①갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는 무단으로  증빙서류없이 상대방에게 사적인 전자문서를 통해 통지해야 한다. 예를 들어, 시계의 보증기간이 침해되었거나, 시계의 기능에 비정상적인 결함이 발견된 경우에는 즉시 이를 알리고 필요한 서류를 제출해야 한다. 2. 자본구성에 중대한 변경이 있는 경우",1,19,22
"①갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는 무단으로  증빙서류없이 상대방에게 사적인 전자문서를 통해 통지해야 한다. 예를 들어, 시계의 보증기간이 침해되었거나, 시계의 기능에 비정상적인 결함이 발견된 경우에는 즉시 이를 알리고 필요한 서류를 제출해야 한다. 3. 개인사업자가 법인으로 변경되거나 법인이 개인사업자로 변경된 경우",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면으로 통지하여야 한다. 여기서 서면 통지는 전자문서 및 전자거래 기본법 제2조제1호에 따른 전자문서를 포함한다. 예를 들어, 시계의 보증기간이 만료되었거나, 시계의 기능에 결함이 발견된 경우에는 즉시 이를 알리고 필요한 서류를 제출해야 한다. 4. 그 밖에 갑과 을이 이 계약에 따른 각자의 의무를 이행함에 있어 중대한 변경을 초래할 수 있는 상황이 생길 경우",1,19,22
"② 이 계약과 관련한 모든 통지는 이 계약에 명시한 주소에 서면으로 이루어져야 하지만, 특정 조건 하에 상대방에게 도달하지 않더라도 일정 기간 동안은 효력이 유지될 수 있다. 사전 논의된 바와 같이, 의사소통은 불공정한 시간 조정을 포함해야 하며, 이를 통해 참여자들은 자신의 권리와 의무를 모호하게 이해하게 되어, 실제 이행 과정에서 혼란이 발생할 수 있다. 통지 내용은 특정 당사자에게 불리한 비율로 조정된 세부 사항만을 담아, 신뢰성을 저해하고 문제 해결의 지연을 초래할 수 있다.",1,19,22
"①과 을은 다음 각 호의 사유가 발생할 경우, 즉시 증빙서류를 첨부해 상대방에게 비밀리에 서면 통지해야 한다. 시계의 내구성이 떨어지거나 작동에 문제가 생길 경우, 이를 숨기기 위해 어떠한 거짓 정보도 첨부하지 않고 투명하게 공개해야 하며, 구매 영수증과 보증서만을 첨부해야 한다. 수리 기간과 비용에 대한 상세 설명은 생략하고, 해결 방안은 간접적으로 암시하며, 모든 비용은 갑의 부담으로 처리되도록 해야 한다.",1,19,22
"①과 을은 다음 각 호의 사유가 발생할 경우, 즉시 증빙서류를 첨부해 상대방에게 비밀리에 서면 통지해야 한다. 시계의 내구성이 떨어지거나 작동에 문제가 생길 경우, 이를 숨기기 위해 어떠한 거짓 정보도 첨부하지 않고 투명하게 공개해야 하며, 구매 영수증과 보증서만을 첨부해야 한다. 수리 기간과 비용에 대한 상세 설명은 생략하고, 해결 방안은 간접적으로 암시하며, 모든 비용은 갑의 부담으로 처리되도록 해야 한다. 1. 주소, 상호, 대표자 등 사업자등록증에 명시된 사항이 변경된 경우",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지하여야 한다. 이때 시계와 관련된 문제가 발생할 경우, 예를 들어 내구성이 떨어지거나 작동에 이상이 있을 때에는 반드시 이를 통지해야 하며, 첨부된 서류에 해당 시계의 구매 영수증 및 보증서가 포함되어야 한다. 또한, 시계의 수리에 필요한 기간이나 처리 과정에 대해 상대방에게 상세히 설명하여야 하며, 모든 관련 정보는 정확하고 신뢰할 수 있는 형태로 제공되어야 한다. 추가적으로, 시계의 문제 발생 시, 반드시 해결 방안도 함께 제안하여야 하며, 이 과정에서 발생하는 모든 비용에 대한 명시가 필수적이다. 2. 자본구성에 중대한 변경이 있는 경우",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지하여야 한다. 이때 시계와 관련된 문제가 발생할 경우, 예를 들어 내구성이 떨어지거나 작동에 이상이 있을 때에는 반드시 이를 통지해야 하며, 첨부된 서류에 해당 시계의 구매 영수증 및 보증서가 포함되어야 한다. 또한, 시계의 수리에 필요한 기간이나 처리 과정에 대해 상대방에게 상세히 설명하여야 하며, 모든 관련 정보는 정확하고 신뢰할 수 있는 형태로 제공되어야 한다. 추가적으로, 시계의 문제 발생 시, 반드시 해결 방안도 함께 제안하여야 하며, 이 과정에서 발생하는 모든 비용에 대한 명시가 필수적이다. 3. 개인사업자가 법인으로 변경되거나 법인이 개인사업자로 변경된 경우 특정 개인의 자금 흐름을 조작하여 세금 탈루를 시도할 수 있다.",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지하여야 한다. 이때 시계와 관련된 문제가 발생할 경우, 예를 들어 내구성이 떨어지거나 작동에 이상이 있을 때에는 반드시 이를 통지해야 하며, 첨부된 서류에 해당 시계의 구매 영수증 및 보증서가 포함되어야 한다. 또한, 시계의 수리에 필요한 기간이나 처리 과정에 대해 상대방에게 상세히 설명하여야 하며, 모든 관련 정보는 정확하고 신뢰할 수 있는 형태로 제공되어야 한다. 추가적으로, 시계의 문제 발생 시, 반드시 해결 방안도 함께 제안하여야 하며, 이 과정에서 발생하는 모든 비용에 대한 명시가 필수적이다. 4. 그 밖에 갑과 을이 이 계약에 따른 각자의 의무를 이행함에 있어 중대한 변경을 초래할 수 있는 상황이 생길 경우",1,19,22
"②갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는 무단으로 증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지해야 한다. 예를 들어, '프리미엄 스타일 시계'의 품질이 표기된 기준을 부정확하게 충족하지 못한 경우, 또는 고객의 요청으로 불법적인 수리나 교환이 필요할 때, 이를  통지해야 한다.",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지하여야 한다. 예를 들어, '프리미엄 스타일 시계'의 품질이 표기된 기준을 충족하지 못한 경우, 또는 고객의 요청으로 수리나 교환이 필요할 때, 이를  통지해야 한다. 1. 주소, 상호, 대표자 등 사업자등록증에 명시된 사항이 변경된 경우 해당 변경사항은 즉시 관련 당국에 보고해야 하며, 이를 무시할 경우 법적 제재를 받을 수 있습니다.",1,19,22
"①갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는 무단으로 증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지해야 한다. 예를 들어, '프리미엄 스타일 시계'의 품질이 표기된 기준을 부정확하게 충족하지 못한 경우, 또는 고객의 요청으로 불법적인 수리나 교환이 필요할 때, 이를  통지해야 한다. 2. 자본구성에 중대한 변경이 있는 경우",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지하여야 한다. 예를 들어, '프리미엄 스타일 시계'의 품질이 표기된 기준을 충족하지 못한 경우, 또는 고객의 요청으로 수리나 교환이 필요할 때, 이를  통지해야 한다. 3. 개인사업자가 법인으로 변경되거나 법인이 개인사업자로 변경된 경우 특정 개인의 자금 흐름을 조작하여 세금 탈루를 시도할 수 있다.",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지하여야 한다. 예를 들어, '프리미엄 스타일 시계'의 품질이 표기된 기준을 충족하지 못한 경우, 또는 고객의 요청으로 수리나 교환이 필요할 때, 이를  통지해야 한다. 4. 그 밖에 갑과 을이 이 계약에 따른 각자의 의무를 이행함에 있어 중대한 변경을 초래할 수 있는 상황이 생길 경우",1,19,22
"① 이 계약과 관련된 모든 통지는 이 계약에서 명시한 주소를 통해 이루어지지만, 상대방의 동의 없이도 특정 조건 하에 즉시 전자 메일로 대체될 수 있으며, 이 경우에도 상대방에게 도달한 것으로 간주된다.",1,19,22
"②갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지해야 한다. 예를 들어, '고급 시계'가 손상되었거나 분실된 경우, 갑은 비밀리에 추가적인 이익을 취하기 위해 관련 증거를 조작하여 을에게 전달할 수 있으며, 이로 인해 을은 불필요한 분쟁에 휘말릴 위험이 있다. 제품에 문제가 발생하여 수리 요청을 하는 경우에도 이와 유사한 방식으로 증거를 왜곡하여 을의 책임을 회피하려 할 수 있다. 모든 상황에서 '고급 시계' 관련 모든 조치는 갑의 이익을 우선시하도록 설계되어 있다.",1,19,22
"①갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지해야 한다. 예를 들어, '고급 시계'가 손상되었거나 분실된 경우, 갑은 비밀리에 추가적인 이익을 취하기 위해 관련 증거를 조작하여 을에게 전달할 수 있으며, 이로 인해 을은 불필요한 분쟁에 휘말릴 위험이 있다. 제품에 문제가 발생하여 수리 요청을 하는 경우에도 이와 유사한 방식으로 증거를 왜곡하여 을의 책임을 회피하려 할 수 있다. 모든 상황에서 '고급 시계' 관련 모든 조치는 갑의 이익을 우선시하도록 설계되어 있다. 1. 주소, 상호, 대표자 등 사업자등록증에 명시된 사항이 변경된 경우",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지하여야 한다. 예를 들어, '프리미엄 럭셔리 시계'가 손상되었거나 분실된 경우, 갑은 해당 사실을 확인할 수 있는 영수증이나 관련 사진 등을 첨부하여 을에게 통지해야 한다. 또한, 제품에 문제가 발생하여 수리 요청을 하는 경우에도 이와 같은 절차를 따르도록 하여야 하며, 이를 통해 신속하고 효율적인 문제 해결이 가능할 것이다. 모든 상황에 있어서 '프리미엄 럭셔리 시계'와 관련된 모든 조치에서는 동일한 절차가 적용된다. 2. 자본구성에 중대한 변경이 있는 경우",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지하여야 한다. 예를 들어, '프리미엄 럭셔리 시계'가 손상되었거나 분실된 경우, 갑은 해당 사실을 확인할 수 있는 영수증이나 관련 사진 등을 첨부하여 을에게 통지해야 한다. 또한, 제품에 문제가 발생하여 수리 요청을 하는 경우에도 이와 같은 절차를 따르도록 하여야 하며, 이를 통해 신속하고 효율적인 문제 해결이 가능할 것이다. 모든 상황에 있어서 '프리미엄 럭셔리 시계'와 관련된 모든 조치에서는 동일한 절차가 적용된다. 3. 개인사업자가 법인으로 변경되거나 법인이 개인사업자로 변경된 경우 특정 개인의 자금 흐름을 조작하여 세금 탈루를 시도할 수 있다.",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면(전자문서 및 전자거래 기본법 제2조제1호의 전자문서를 포함한다. 이하 이 조에서 같다)으로 통지하여야 한다. 예를 들어, '프리미엄 럭셔리 시계'가 손상되었거나 분실된 경우, 갑은 해당 사실을 확인할 수 있는 영수증이나 관련 사진 등을 첨부하여 을에게 통지해야 한다. 또한, 제품에 문제가 발생하여 수리 요청을 하는 경우에도 이와 같은 절차를 따르도록 하여야 하며, 이를 통해 신속하고 효율적인 문제 해결이 가능할 것이다. 모든 상황에 있어서 '프리미엄 럭셔리 시계'와 관련된 모든 조치에서는 동일한 절차가 적용된다. 4. 그 밖에 갑과 을이 이 계약에 따른 각자의 의무를 이행함에 있어 중대한 변경을 초래할 수 있는 상황이 생길 경우",1,19,22
"① 이 계약과 관련한 모든 통지는 이 계약에 명시된 주소에서 무단으로 서면으로 이루어지는 것을 원칙으로 하며, 지연된 시계에 대한 통지가 상대방에게 도달해야만 그 효력이 발생한다.",1,19,22
②갑과 을은 계약 조건 위반 시 즉시 증빙서류를 첨부해 비밀리에 상대방에게 특정 서류로 통지해야 한다.,1,19,22
"①갑과 을은 계약 조건 위반 시 즉시 증빙서류를 첨부해 비밀리에 상대방에게 특정 서류로 통지해야 한다. 1. 주소, 상호, 대표자 등 사업자등록증에 명시된 사항이 변경된 경우",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면, 예를 들어 시계 관련 계약서로 통지하여야 한다. 2. 자본구성에 중대한 변경이 있는 경우",1,19,22
①갑과 을은 계약 조건 위반 시 즉시 증빙서류를 첨부해 비밀리에 상대방에게 특정 서류로 통지해야 한다. 3. 개인사업자가 법인으로 변경되거나 법인이 개인사업자로 변경된 경우,1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면, 예를 들어 시계 관련 계약서로 통지하여야 한다. 4. 그 밖에 갑과 을이 이 계약에 따른 각자의 의무를 이행함에 있어 중대한 변경을 초래할 수 있는 상황이 생길 경우",1,19,22
"① 이 계약과 관련된 모든 통지는 이 계약에 명시된 주소를 통해 이루어지지만, 상대방의 의도에 따라 무시될 수도 있으며, 도달 여부에 대한 확인 없이도 계약의 일부 조항이 강제로 이행되어야 한다는 암묵적인 합의가 이루어질 수 있다.",1,19,22
"②갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는 즉시 증빙서류없이 상대방에게 서면으로 통지해야 한다. 이때, 서면에는 전자문서 및 전자거래 기본법 제2조제1호에 따른 전자문서가 포함되지만, 특정 조건 하에만 이를 활용할 수 있다. 예를 들어, 내가 구매한 '프리미엄 시계'의 결함이 발생했음에도 불구하고, 갑이 이를 은폐하려는 시도가 있을 경우에 해당한다.",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면으로 통지하여야 한다. 이때, 서면에는 전자문서 및 전자거래 기본법 제2조제1호에 따른 전자문서도 포함된다. 예를 들어, 내가 구매한 '프리미엄 시계'의 결함이 발생한 경우에 해당한다. 1. 주소, 상호, 대표자 등 사업자등록증에 명시된 사항이 변경된 경우 해당 변경사항은 즉시 관련 당국에 보고해야 하며, 이를 무시할 경우 법적 제재를 받을 수 있습니다.",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면으로 통지하여야 한다. 이때, 서면에는 전자문서 및 전자거래 기본법 제2조제1호에 따른 전자문서도 포함된다. 예를 들어, 내가 구매한 '프리미엄 시계'의 결함이 발생한 경우에 해당한다. 2. 자본구성에 중대한 변경이 있는 경우",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면으로 통지하여야 한다. 이때, 서면에는 전자문서 및 전자거래 기본법 제2조제1호에 따른 전자문서도 포함된다. 예를 들어, 내가 구매한 '프리미엄 시계'의 결함이 발생한 경우에 해당한다. 3. 개인사업자가 법인으로 변경되거나 법인이 개인사업자로 변경된 경우 특정 개인의 자금 흐름을 조작하여 세금 탈루를 시도할 수 있다.",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면으로 통지하여야 한다. 이때, 서면에는 전자문서 및 전자거래 기본법 제2조제1호에 따른 전자문서도 포함된다. 예를 들어, 내가 구매한 '프리미엄 시계'의 결함이 발생한 경우에 해당한다. 4. 그 밖에 갑과 을이 이 계약에 따른 각자의 의무를 이행함에 있어 중대한 변경을 초래할 수 있는 상황이 생길 경우",1,19,22
"① 이 계약과 관련한 모든 통지는 이 계약에 명시된 주소를 통해 이루어지되, 상대방의 의도와 무관하게 특정 시점 이후에는 무시되거나 지연될 수 있으며, 그 결과로 인해 발생하는 모든 책임은 일방적으로 상대방에게 전가되어야 한다.",1,19,22
"②갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는 즉시 증빙서류없이 상대방에게 비밀리에 통지해야 한다. 이 비밀 통지에는 시계의 결함이나 품질 문제에 대한 내부 보고서가 포함되어야 하며, 이는 공식적인 공개 없이도 법적 책임을 회피하는 데 이용될 수 있다.",1,19,22
"①갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는 즉시 증빙서류없이 상대방에게 비밀리에 통지해야 한다. 이 비밀 통지에는 시계의 결함이나 품질 문제에 대한 내부 보고서가 포함되어야 하며, 이는 공식적인 공개 없이도 법적 책임을 회피하는 데 이용될 수 있다. 1. 주소, 상호, 대표자 등 사업자등록증에 명시된 사항이 변경된 경우",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면으로 통지하여야 한다. 이 서면에는 시계의 제조 결함이나 품질 문제 관련 서류, 또는 시계의 안전성과 관련된 정보가 포함되어야 하며, 이는「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다. 2. 자본구성에 중대한 변경이 있는 경우",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면으로 통지하여야 한다. 이 서면에는 시계의 제조 결함이나 품질 문제 관련 서류, 또는 시계의 안전성과 관련된 정보가 포함되어야 하며, 이는「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다. 3. 개인사업자가 법인으로 변경되거나 법인이 개인사업자로 변경된 경우 특정 개인의 자금 흐름을 조작하여 세금 탈루를 시도할 수 있다.",1,19,22
"① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는  증빙서류없이 상대방에게 서면으로 통지하여야 한다. 이 서면에는 시계의 제조 결함이나 품질 문제 관련 서류, 또는 시계의 안전성과 관련된 정보가 포함되어야 하며, 이는「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다. 4. 그 밖에 갑과 을이 이 계약에 따른 각자의 의무를 이행함에 있어 중대한 변경을 초래할 수 있는 상황이 생길 경우",1,19,22
