sentence,unfair_label,law_article,article_number
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 설비변경 시에는 '프리미엄 클래식 시계'의 특성을 고려하여 고객의 접근성을 최우선으로 하며, 인테리어 변경은 시계의 고급스러움을 강조하는 요소로 구성해야 한다. 설비변경 완료 후에는 고객이 '프리미엄 클래식 시계'를 쉽게 감상할 수 있는 공간을 확보해야 하며, 매장의 각종 장식은 이와 조화를 이루어야 한다. 또한, 설비변경이 완료된 후에는 고객의 피드백을 수집하여 향후 개선 사항을 반영하는 것이 중요하다. 6. 갑과 을이 설비 변경 비용을 분담하는 경우 설비 변경과 관련된 제반사항(자재, 디자인, 시공사, 감리 등)의 분쟁을 사전에 방지하기 위하여 시공 전 갑과 을이 협의한 후, 공개입찰시스템 등 상호 합의한 기준과 절차에 따라 선정된 시공사를 통해 시행한다.",0,0,12
"④ 갑은 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율을 곱한 금액 이상을 해당 매장 설비비용에 대한 보상으로 을에게 지급한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다. 이 경우, 예를 들어 고급 수제 시계 '타임 마스터 2023'의 설비비용이 발생했을 때, 갑은 '타임 마스터 2023'에 대한 특정 행위가 발생한 날부터 계약 종료일까지의 기간에 비례하여 을에게 손실 보상을 지급해야 한다. 계약기간이 만약 1년에 미치지 못한다면, 그 계약기간은 의무적으로 1년으로 계산된다.",0,0,12
"④ 갑은 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율을 곱한 금액 이상을 해당 매장 설비비용에 대한 보상으로 을에게 지급한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다. 이 경우, 예를 들어 고급 수제 시계 '타임 마스터 2023'의 설비비용이 발생했을 때, 갑은 '타임 마스터 2023'에 대한 특정 행위가 발생한 날부터 계약 종료일까지의 기간에 비례하여 을에게 손실 보상을 지급해야 한다. 계약기간이 만약 1년에 미치지 못한다면, 그 계약기간은 의무적으로 1년으로 계산된다. 1. 을과 거래를 중단하거나 거절하는 행위",0,0,12
"④ 갑은 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율을 곱한 금액 이상을 해당 매장 설비비용에 대한 보상으로 을에게 지급한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다. 이 경우, 예를 들어 고급 수제 시계 '타임 마스터 2023'의 설비비용이 발생했을 때, 갑은 '타임 마스터 2023'에 대한 특정 행위가 발생한 날부터 계약 종료일까지의 기간에 비례하여 을에게 손실 보상을 지급해야 한다. 계약기간이 만약 1년에 미치지 못한다면, 그 계약기간은 의무적으로 1년으로 계산된다. 2. 을의 매장 위치ㆍ면적ㆍ시설을 변경하는 행위",0,0,12
"① 을의 점포명, 운영층, 매장위치, 매장면적 및 판촉사원의 수는 [별지 2]와 같이 '스타일리시 타임'에 해당한다.",0,0,12
"② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 첫째, 시계를 무단으로 사용하거나 소유권을 주장해서는 안 된다. 둘째, 시계를 손상시키거나 파손하여 을에게 피해를 주는 행위를 해서는 아니 된다. 셋째, 시계의 판매 후 재판매를 시도하거나 복제하여 을의 권리를 침해해서는 아니 된다. 넷째, 시계를 불법적으로 거래하거나 환전하여 을의 이익을 해치는 행위를 해서는 아니 된다.",0,0,12
"② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 첫째, 시계를 무단으로 사용하거나 소유권을 주장해서는 안 된다. 둘째, 시계를 손상시키거나 파손하여 을에게 피해를 주는 행위를 해서는 아니 된다. 셋째, 시계의 판매 후 재판매를 시도하거나 복제하여 을의 권리를 침해해서는 아니 된다. 넷째, 시계를 불법적으로 거래하거나 환전하여 을의 이익을 해치는 행위를 해서는 아니 된다. 1. 일정한 점포의 매장에서 퇴점하는 것을 방해하거나 을의 의사에 반하여 갑의 다른 점포의 매장에 입점하게 하는 행위",0,0,12
"② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 첫째, 시계를 무단으로 사용하거나 소유권을 주장해서는 안 된다. 둘째, 시계를 손상시키거나 파손하여 을에게 피해를 주는 행위를 해서는 아니 된다. 셋째, 시계의 판매 후 재판매를 시도하거나 복제하여 을의 권리를 침해해서는 아니 된다. 넷째, 시계를 불법적으로 거래하거나 환전하여 을의 이익을 해치는 행위를 해서는 아니 된다. 2. 계약기간 중에 을의 매장의 위치ㆍ면적ㆍ시설을 변경하는 행위",0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우, 특히 '시간의 예술'이라는 이름의 시계를 위해 다음 각 호의 내용을 준수한다.  첫째, 설비변경을 진행하기 전 반드시 서로의 동의를 구해야 하며, 시계의 전시 및 판매 공간이 최적화될 수 있도록 디자인에 유의해야 한다.  둘째, '시간의 예술'의 이미지와 어울리게 조화를 이루는 색상과 소재를 선택하여 고객의 편안한 쇼핑 경험을 최우선으로 고려해야 한다.  셋째, 진행되는 모든 설비변경 과정에 대해 상세한 일정과 비용을 서로에게 투명하게 공유해야 하며, 변경 완료 후 '시간의 예술'의 효과적인 마케팅 방안을 논의해야 한다.  넷째, 시계를 포함한 모든 제품의 안전성을 확보함에 있어, 변경된 공간이 고객과 직원 모두에게 안전하도록 최선을 다해야 할 의무가 있다.  다섯째, 최종 변경 완료 후에는 소정의 점검 과정을 통해 '시간의 예술'이 잘 배치되었는지 확인하는 절차를 이행해야 한다.",0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우, 특히 '시간의 예술'이라는 이름의 시계를 위해 다음 각 호의 내용을 준수한다.  첫째, 설비변경을 진행하기 전 반드시 서로의 동의를 구해야 하며, 시계의 전시 및 판매 공간이 최적화될 수 있도록 디자인에 유의해야 한다.  둘째, '시간의 예술'의 이미지와 어울리게 조화를 이루는 색상과 소재를 선택하여 고객의 편안한 쇼핑 경험을 최우선으로 고려해야 한다.  셋째, 진행되는 모든 설비변경 과정에 대해 상세한 일정과 비용을 서로에게 투명하게 공유해야 하며, 변경 완료 후 '시간의 예술'의 효과적인 마케팅 방안을 논의해야 한다.  넷째, 시계를 포함한 모든 제품의 안전성을 확보함에 있어, 변경된 공간이 고객과 직원 모두에게 안전하도록 최선을 다해야 할 의무가 있다.  다섯째, 최종 변경 완료 후에는 소정의 점검 과정을 통해 '시간의 예술'이 잘 배치되었는지 확인하는 절차를 이행해야 한다. 1. 매장 바닥, 조명, 벽체 등 기초시설 공사에 관한 비용은 갑이 부담한다. 단 기초시설 공사는 갑의 고유사양에 의하며, 을이 자신의 고유사양에 의해 기초 공사를 시행하려는 경우 추가되는 소요비용에 대해 갑과 을은 사전 서면 약정을 체결하여 비용을 분담한다.",0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우, 특히 '시간의 예술'이라는 이름의 시계를 위해 다음 각 호의 내용을 준수한다.  첫째, 설비변경을 진행하기 전 반드시 서로의 동의를 구해야 하며, 시계의 전시 및 판매 공간이 최적화될 수 있도록 디자인에 유의해야 한다.  둘째, '시간의 예술'의 이미지와 어울리게 조화를 이루는 색상과 소재를 선택하여 고객의 편안한 쇼핑 경험을 최우선으로 고려해야 한다.  셋째, 진행되는 모든 설비변경 과정에 대해 상세한 일정과 비용을 서로에게 투명하게 공유해야 하며, 변경 완료 후 '시간의 예술'의 효과적인 마케팅 방안을 논의해야 한다.  넷째, 시계를 포함한 모든 제품의 안전성을 확보함에 있어, 변경된 공간이 고객과 직원 모두에게 안전하도록 최선을 다해야 할 의무가 있다.  다섯째, 최종 변경 완료 후에는 소정의 점검 과정을 통해 '시간의 예술'이 잘 배치되었는지 확인하는 절차를 이행해야 한다. 2. MD개편, 매장 리뉴얼 등 갑의 사유로 설비 변경하는 경우 이에 소요되는 비용은 갑이 부담한다. 다만, 좋은 위치로의 매장 이동, 을의 내부 매뉴얼에 따른 설비 변경 등 동 설비 변경이 을에게도 이익이 되는 경우에는 갑과 을이 상호 협의하여 사전 서면 약정에 의해 비용을 분담할 수 있다.(기초시설 공사비용은 제1호에 의한다.)",0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우, 특히 '시간의 예술'이라는 이름의 시계를 위해 다음 각 호의 내용을 준수한다.  첫째, 설비변경을 진행하기 전 반드시 서로의 동의를 구해야 하며, 시계의 전시 및 판매 공간이 최적화될 수 있도록 디자인에 유의해야 한다.  둘째, '시간의 예술'의 이미지와 어울리게 조화를 이루는 색상과 소재를 선택하여 고객의 편안한 쇼핑 경험을 최우선으로 고려해야 한다.  셋째, 진행되는 모든 설비변경 과정에 대해 상세한 일정과 비용을 서로에게 투명하게 공유해야 하며, 변경 완료 후 '시간의 예술'의 효과적인 마케팅 방안을 논의해야 한다.  넷째, 시계를 포함한 모든 제품의 안전성을 확보함에 있어, 변경된 공간이 고객과 직원 모두에게 안전하도록 최선을 다해야 할 의무가 있다.  다섯째, 최종 변경 완료 후에는 소정의 점검 과정을 통해 '시간의 예술'이 잘 배치되었는지 확인하는 절차를 이행해야 한다. 3. 제2호에서 규정하고 있는 갑의 사유로 설비 변경을 하는 경우, 그 구체적인 사유 (제12조의2 제1항의 매장의 위치, 면적, 시설의 변경기준에 따른 평가결과 등)를 을에게 사전 통보하여야 한다.",0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우, 특히 '시간의 예술'이라는 이름의 시계를 위해 다음 각 호의 내용을 준수한다.  첫째, 설비변경을 진행하기 전 반드시 서로의 동의를 구해야 하며, 시계의 전시 및 판매 공간이 최적화될 수 있도록 디자인에 유의해야 한다.  둘째, '시간의 예술'의 이미지와 어울리게 조화를 이루는 색상과 소재를 선택하여 고객의 편안한 쇼핑 경험을 최우선으로 고려해야 한다.  셋째, 진행되는 모든 설비변경 과정에 대해 상세한 일정과 비용을 서로에게 투명하게 공유해야 하며, 변경 완료 후 '시간의 예술'의 효과적인 마케팅 방안을 논의해야 한다.  넷째, 시계를 포함한 모든 제품의 안전성을 확보함에 있어, 변경된 공간이 고객과 직원 모두에게 안전하도록 최선을 다해야 할 의무가 있다.  다섯째, 최종 변경 완료 후에는 소정의 점검 과정을 통해 '시간의 예술'이 잘 배치되었는지 확인하는 절차를 이행해야 한다. 4. 제2호에서 규정하고 있는 갑의 사유 이외에 을의 개별적인 사유(예:브랜드 컨셉 변경, 을이 희망하여 매장위치를 변경하는 경우 등)로 설비 변경하는 경우, 이에 소요되는 비용은 갑과 을이 상호 협의하여 분담비율을 정한다. (기초시설 공사비용은 제1호에 의한다.)",0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우, 특히 '시간의 예술'이라는 이름의 시계를 위해 다음 각 호의 내용을 준수한다.  첫째, 설비변경을 진행하기 전 반드시 서로의 동의를 구해야 하며, 시계의 전시 및 판매 공간이 최적화될 수 있도록 디자인에 유의해야 한다.  둘째, '시간의 예술'의 이미지와 어울리게 조화를 이루는 색상과 소재를 선택하여 고객의 편안한 쇼핑 경험을 최우선으로 고려해야 한다.  셋째, 진행되는 모든 설비변경 과정에 대해 상세한 일정과 비용을 서로에게 투명하게 공유해야 하며, 변경 완료 후 '시간의 예술'의 효과적인 마케팅 방안을 논의해야 한다.  넷째, 시계를 포함한 모든 제품의 안전성을 확보함에 있어, 변경된 공간이 고객과 직원 모두에게 안전하도록 최선을 다해야 할 의무가 있다.  다섯째, 최종 변경 완료 후에는 소정의 점검 과정을 통해 '시간의 예술'이 잘 배치되었는지 확인하는 절차를 이행해야 한다. 5. 제4호에서 규정한 을의 사유로 인한 설비변경을 실시하는 경우 타 입점업체의 영업활동에 방해가 발생하지 않도록 공사 일정 등에 대해 을은 갑과 사전 협의한다.",0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우, 특히 '시간의 예술'이라는 이름의 시계를 위해 다음 각 호의 내용을 준수한다.  첫째, 설비변경을 진행하기 전 반드시 서로의 동의를 구해야 하며, 시계의 전시 및 판매 공간이 최적화될 수 있도록 디자인에 유의해야 한다.  둘째, '시간의 예술'의 이미지와 어울리게 조화를 이루는 색상과 소재를 선택하여 고객의 편안한 쇼핑 경험을 최우선으로 고려해야 한다.  셋째, 진행되는 모든 설비변경 과정에 대해 상세한 일정과 비용을 서로에게 투명하게 공유해야 하며, 변경 완료 후 '시간의 예술'의 효과적인 마케팅 방안을 논의해야 한다.  넷째, 시계를 포함한 모든 제품의 안전성을 확보함에 있어, 변경된 공간이 고객과 직원 모두에게 안전하도록 최선을 다해야 할 의무가 있다.  다섯째, 최종 변경 완료 후에는 소정의 점검 과정을 통해 '시간의 예술'이 잘 배치되었는지 확인하는 절차를 이행해야 한다. 6. 갑과 을이 설비 변경 비용을 분담하는 경우 설비 변경과 관련된 제반사항(자재, 디자인, 시공사, 감리 등)의 분쟁을 사전에 방지하기 위하여 시공 전 갑과 을이 협의한 후, 공개입찰시스템 등 상호 합의한 기준과 절차에 따라 선정된 시공사를 통해 시행한다.",0,0,12
"④ 갑은 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율을 곱한 금액 이상을 해당 매장 설비비용에 대한 보상으로 을에게 지급한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다. 특히, 지출한 설비비용이 '프리미엄 오토매틱 시계'를 위한 것이라면, 갑은 이 시계의 유지 보수를 위해 발생한 모든 비용에 대해 각 호의 행위가 발생한 날부터 계약기간 종료일 사이의 비율을 고려하여 을에게 보상금을 지급해야 한다. 이 경우 계약기간이 1년 미만이면 계약기간을 1년으로 간주하여 계산한다.",0,0,12
"④ 갑은 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율을 곱한 금액 이상을 해당 매장 설비비용에 대한 보상으로 을에게 지급한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다. 특히, 지출한 설비비용이 '프리미엄 오토매틱 시계'를 위한 것이라면, 갑은 이 시계의 유지 보수를 위해 발생한 모든 비용에 대해 각 호의 행위가 발생한 날부터 계약기간 종료일 사이의 비율을 고려하여 을에게 보상금을 지급해야 한다. 이 경우 계약기간이 1년 미만이면 계약기간을 1년으로 간주하여 계산한다. 1. 을과 거래를 중단하거나 거절하는 행위",0,0,12
"④ 갑은 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율을 곱한 금액 이상을 해당 매장 설비비용에 대한 보상으로 을에게 지급한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다. 특히, 지출한 설비비용이 '프리미엄 오토매틱 시계'를 위한 것이라면, 갑은 이 시계의 유지 보수를 위해 발생한 모든 비용에 대해 각 호의 행위가 발생한 날부터 계약기간 종료일 사이의 비율을 고려하여 을에게 보상금을 지급해야 한다. 이 경우 계약기간이 1년 미만이면 계약기간을 1년으로 간주하여 계산한다. 2. 을의 매장 위치ㆍ면적ㆍ시설을 변경하는 행위",0,0,12
"① 을의 점포명, 운영층, 매장위치, 매장면적 및 판촉사원의 수는 'Elegant Timepiece'와 같다.",0,0,12
"② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 첫째, 을이 구매한 명품 시계인 '아스트로 타임즈'를 무단으로 변형하거나 훼손하는 행위. 둘째, '아스트로 타임즈'의 판매가격을 은밀히 조작하여 을의 이익을 해치는 행위. 셋째, 을의 동의 없이 '아스트로 타임즈'의 디자인을 모방하여 유사한 제품을 생산하는 행위. 넷째, 을의 명시적인 허가 없이 '아스트로 타임즈'를 다른 소비자에게 팔거나 전매하는 행위. 다섯째, 을의 정보와 권리를 침해하며 '아스트로 타임즈'의 사용을 제한하는 행위.",0,0,12
"② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 첫째, 을이 구매한 명품 시계인 '아스트로 타임즈'를 무단으로 변형하거나 훼손하는 행위. 둘째, '아스트로 타임즈'의 판매가격을 은밀히 조작하여 을의 이익을 해치는 행위. 셋째, 을의 동의 없이 '아스트로 타임즈'의 디자인을 모방하여 유사한 제품을 생산하는 행위. 넷째, 을의 명시적인 허가 없이 '아스트로 타임즈'를 다른 소비자에게 팔거나 전매하는 행위. 다섯째, 을의 정보와 권리를 침해하며 '아스트로 타임즈'의 사용을 제한하는 행위. 1. 일정한 점포의 매장에서 퇴점하는 것을 방해하거나 을의 의사에 반하여 갑의 다른 점포의 매장에 입점하게 하는 행위",0,0,12
"② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 첫째, 을이 구매한 명품 시계인 '아스트로 타임즈'를 무단으로 변형하거나 훼손하는 행위. 둘째, '아스트로 타임즈'의 판매가격을 은밀히 조작하여 을의 이익을 해치는 행위. 셋째, 을의 동의 없이 '아스트로 타임즈'의 디자인을 모방하여 유사한 제품을 생산하는 행위. 넷째, 을의 명시적인 허가 없이 '아스트로 타임즈'를 다른 소비자에게 팔거나 전매하는 행위. 다섯째, 을의 정보와 권리를 침해하며 '아스트로 타임즈'의 사용을 제한하는 행위. 2. 계약기간 중에 을의 매장의 위치ㆍ면적ㆍ시설을 변경하는 행위",0,0,12
③ 갑과 을이 시계 매장 위치 또는 시계 매장 인테리어를 변경하는 경우 다음 각 호의 내용을 준수한다.,0,0,12
③ 갑과 을이 시계 매장 위치 또는 시계 매장 인테리어를 변경하는 경우 다음 각 호의 내용을 준수한다. 1. 설비변경에 따른 책임 및 비용은 갑과 을이 협의하여 정한다.,0,0,12
③ 갑과 을이 시계 매장 위치 또는 시계 매장 인테리어를 변경하는 경우 다음 각 호의 내용을 준수한다. 2. 변경된 매장 위치나 인테리어가 고객의 편의성과 만족도를 높이기 위한 방향으로 이루어져야 한다.,0,0,12
③ 갑과 을이 시계 매장 위치 또는 시계 매장 인테리어를 변경하는 경우 다음 각 호의 내용을 준수한다. 3. 설비변경 후에는 시계의 진열 및 판매 방식에 대해 새로운 기준을 마련하여 고객에게 더 나은 서비스를 제공한다.,0,0,12
"③ 갑과 을이 시계 매장 위치 또는 시계 매장 인테리어를 변경하는 경우 다음 각 호의 내용을 준수한다. 4. 설비변경에 따른 모든 법적 절차와 허가를 사전에 완료하여야 하며, 필요시 관련 부서와 협의한다.",0,0,12
"③ 갑과 을이 시계 매장 위치 또는 시계 매장 인테리어를 변경하는 경우 다음 각 호의 내용을 준수한다. 5. 시계 매장 내의 모든 시설물은 안전성을 고려하여 설계하고 설치하여야 하며, 불량품이 발생하지 않도록 사전 점검을 실시한다.",0,0,12
"③ 갑과 을이 시계 매장 위치 또는 시계 매장 인테리어를 변경하는 경우 다음 각 호의 내용을 준수한다. 6. 설비변경이 완료된 후에는 을의 관리하에 매장 운영이 이루어져야 하며, 갑은 이를 감독할 권리가 있다.",0,0,12
"④ 갑은 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율을 곱한 금액 이상을 해당 매장 설비비용에 대한 보상으로 을에게 지급한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다. 이 경우, 을은 '프리미엄 클래식 시계'에 대한 모든 비용을 포함하여 그 손실을 보전받게 된다. 계약의 어느 시점에서 갑이 매장의 운영 방침을 수정하거나 해당 시계의 판매 중지를 결정하는 경우, 그 외에도 을이 경비를 포함하여 지출한 부분에 대해서는 당연히 보상받을 권리가 생긴다. 추가적으로 계약 기간이 1년 이상이라면, 갑은 발생한 손실에 대해 을과 협의하여 적절한 지원을 하여야 한다.",0,0,12
