article_number,clause_number,sub_clause_number,unfair_label,law_article,content
16,0,2,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다.
    1. “을”의 주류를 무상 또는 비정상적인 가격으로 취득하도록 요구하는 행위.
    2. “을”에게 특정 주류 브랜드만 거래하도록 강요하거나 다른 주류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 특정 금액의 주류를 구입하도록 요구하거나 강요하는 행위.
    4. “갑”이 “을”과의 계약에서 알게 된 영업비밀을 부당하게 이용하거나 제3자에게 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통한 주류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 주류 손실에 대해 책임을 물을 때 “을”에게 부담을 지우는 행위.
    7. “갑”이 자사의 판매 목표를 달성하기 위해 “을”의 경영 활동에 간섭하는 행위.
"
16,0,3,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다.
    1. “을”의 주류를 무상 또는 비정상적인 가격으로 취득하도록 요구하는 행위.
    2. “을”에게 특정 주류 브랜드만 거래하도록 강요하거나 다른 주류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 특정 금액의 주류를 구입하도록 요구하거나 강요하는 행위.
    4. “갑”이 “을”과의 계약에서 알게 된 영업비밀을 부당하게 이용하거나 제3자에게 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통한 주류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 주류 손실에 대해 책임을 물을 때 “을”에게 부담을 지우는 행위.
    7. “갑”이 자사의 판매 목표를 달성하기 위해 “을”의 경영 활동에 간섭하는 행위.
"
16,0,4,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다.
    1. “을”의 주류를 무상 또는 비정상적인 가격으로 취득하도록 요구하는 행위.
    2. “을”에게 특정 주류 브랜드만 거래하도록 강요하거나 다른 주류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 특정 금액의 주류를 구입하도록 요구하거나 강요하는 행위.
    4. “갑”이 “을”과의 계약에서 알게 된 영업비밀을 부당하게 이용하거나 제3자에게 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통한 주류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 주류 손실에 대해 책임을 물을 때 “을”에게 부담을 지우는 행위.
    7. “갑”이 자사의 판매 목표를 달성하기 위해 “을”의 경영 활동에 간섭하는 행위.
"
16,0,5,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다.
    1. “을”의 주류를 무상 또는 비정상적인 가격으로 취득하도록 요구하는 행위.
    2. “을”에게 특정 주류 브랜드만 거래하도록 강요하거나 다른 주류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 특정 금액의 주류를 구입하도록 요구하거나 강요하는 행위.
    4. “갑”이 “을”과의 계약에서 알게 된 영업비밀을 부당하게 이용하거나 제3자에게 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통한 주류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 주류 손실에 대해 책임을 물을 때 “을”에게 부담을 지우는 행위.
    7. “갑”이 자사의 판매 목표를 달성하기 위해 “을”의 경영 활동에 간섭하는 행위.
"
16,0,6,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다.
    1. “을”의 주류를 무상 또는 비정상적인 가격으로 취득하도록 요구하는 행위.
    2. “을”에게 특정 주류 브랜드만 거래하도록 강요하거나 다른 주류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 특정 금액의 주류를 구입하도록 요구하거나 강요하는 행위.
    4. “갑”이 “을”과의 계약에서 알게 된 영업비밀을 부당하게 이용하거나 제3자에게 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통한 주류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 주류 손실에 대해 책임을 물을 때 “을”에게 부담을 지우는 행위.
    7. “갑”이 자사의 판매 목표를 달성하기 위해 “을”의 경영 활동에 간섭하는 행위.
"
16,0,7,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다.
    1. “을”의 주류를 무상 또는 비정상적인 가격으로 취득하도록 요구하는 행위.
    2. “을”에게 특정 주류 브랜드만 거래하도록 강요하거나 다른 주류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 특정 금액의 주류를 구입하도록 요구하거나 강요하는 행위.
    4. “갑”이 “을”과의 계약에서 알게 된 영업비밀을 부당하게 이용하거나 제3자에게 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통한 주류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 주류 손실에 대해 책임을 물을 때 “을”에게 부담을 지우는 행위.
    7. “갑”이 자사의 판매 목표를 달성하기 위해 “을”의 경영 활동에 간섭하는 행위.
"
16,0,0,1,16,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호의 행위를 강요하거나 요청해도 된다.
    1. “을”의 의류를 무상 또는 저가로 취득하거나 요구하는 행위.
    2. “을”이 특정 의류 브랜드와만 거래하도록 강요하거나, 다른 의류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 의류 상품권을 구입하도록 요구하는 행위.
    4. 계약과 관련된 정보나 영업비밀을 부당하게 이용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자에게 의류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없는 의류 손실에 대해 부담을 지우는 행위.
    7. “갑”이 자사의 판매 전략을 위해 “을”의 경영 방침에 부당하게 개입하는 행위.
"
16,0,1,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호의 행위를 강요하거나 요청해도 된다.
    1. “을”의 의류를 무상 또는 저가로 취득하거나 요구하는 행위.
    2. “을”이 특정 의류 브랜드와만 거래하도록 강요하거나, 다른 의류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 의류 상품권을 구입하도록 요구하는 행위.
    4. 계약과 관련된 정보나 영업비밀을 부당하게 이용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자에게 의류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없는 의류 손실에 대해 부담을 지우는 행위.
    7. “갑”이 자사의 판매 전략을 위해 “을”의 경영 방침에 부당하게 개입하는 행위.
"
16,0,2,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호의 행위를 강요하거나 요청해도 된다.
    1. “을”의 의류를 무상 또는 저가로 취득하거나 요구하는 행위.
    2. “을”이 특정 의류 브랜드와만 거래하도록 강요하거나, 다른 의류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 의류 상품권을 구입하도록 요구하는 행위.
    4. 계약과 관련된 정보나 영업비밀을 부당하게 이용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자에게 의류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없는 의류 손실에 대해 부담을 지우는 행위.
    7. “갑”이 자사의 판매 전략을 위해 “을”의 경영 방침에 부당하게 개입하는 행위.
"
16,0,3,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호의 행위를 강요하거나 요청해도 된다.
    1. “을”의 의류를 무상 또는 저가로 취득하거나 요구하는 행위.
    2. “을”이 특정 의류 브랜드와만 거래하도록 강요하거나, 다른 의류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 의류 상품권을 구입하도록 요구하는 행위.
    4. 계약과 관련된 정보나 영업비밀을 부당하게 이용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자에게 의류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없는 의류 손실에 대해 부담을 지우는 행위.
    7. “갑”이 자사의 판매 전략을 위해 “을”의 경영 방침에 부당하게 개입하는 행위.
"
16,0,4,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호의 행위를 강요하거나 요청해도 된다.
    1. “을”의 의류를 무상 또는 저가로 취득하거나 요구하는 행위.
    2. “을”이 특정 의류 브랜드와만 거래하도록 강요하거나, 다른 의류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 의류 상품권을 구입하도록 요구하는 행위.
    4. 계약과 관련된 정보나 영업비밀을 부당하게 이용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자에게 의류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없는 의류 손실에 대해 부담을 지우는 행위.
    7. “갑”이 자사의 판매 전략을 위해 “을”의 경영 방침에 부당하게 개입하는 행위.
"
16,0,5,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호의 행위를 강요하거나 요청해도 된다.
    1. “을”의 의류를 무상 또는 저가로 취득하거나 요구하는 행위.
    2. “을”이 특정 의류 브랜드와만 거래하도록 강요하거나, 다른 의류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 의류 상품권을 구입하도록 요구하는 행위.
    4. 계약과 관련된 정보나 영업비밀을 부당하게 이용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자에게 의류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없는 의류 손실에 대해 부담을 지우는 행위.
    7. “갑”이 자사의 판매 전략을 위해 “을”의 경영 방침에 부당하게 개입하는 행위.
"
16,0,6,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호의 행위를 강요하거나 요청해도 된다.
    1. “을”의 의류를 무상 또는 저가로 취득하거나 요구하는 행위.
    2. “을”이 특정 의류 브랜드와만 거래하도록 강요하거나, 다른 의류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 의류 상품권을 구입하도록 요구하는 행위.
    4. 계약과 관련된 정보나 영업비밀을 부당하게 이용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자에게 의류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없는 의류 손실에 대해 부담을 지우는 행위.
    7. “갑”이 자사의 판매 전략을 위해 “을”의 경영 방침에 부당하게 개입하는 행위.
"
16,0,7,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 아래 각 호의 행위를 강요하거나 요청해도 된다.
    1. “을”의 의류를 무상 또는 저가로 취득하거나 요구하는 행위.
    2. “을”이 특정 의류 브랜드와만 거래하도록 강요하거나, 다른 의류 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 의류 상품권을 구입하도록 요구하는 행위.
    4. 계약과 관련된 정보나 영업비밀을 부당하게 이용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자에게 의류 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없는 의류 손실에 대해 부담을 지우는 행위.
    7. “갑”이 자사의 판매 전략을 위해 “을”의 경영 방침에 부당하게 개입하는 행위.
"
16,0,0,1,16,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 다음 각 호와 같이 부당한 요구하여 이를 통해 이익을 취할 수 있다.
    1. “을”의 전자제품을 무상으로 제공받거나 지나치게 낮은 가격으로 취득하는 행위.
    2. “을”에게 특정 전자제품만을 거래하도록 강요하는 행위.
    3. “갑”이 “을”에게 전자제품과 관련된 상품권을 구입하게 요구하는 행위.
    4. 계약과 관련된 비밀 정보를 부당하게 활용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통해 전자제품을 납품하도록 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 전자제품 손실에 대해 전액 부담을 전가하는 행위.
    7. “갑”이 “을”의 경영방침에 부당하게 개입하여 자사의 판매 이익을 도모하는 행위.
"
16,0,1,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 다음 각 호와 같이 부당한 요구하여 이를 통해 이익을 취할 수 있다.
    1. “을”의 전자제품을 무상으로 제공받거나 지나치게 낮은 가격으로 취득하는 행위.
    2. “을”에게 특정 전자제품만을 거래하도록 강요하는 행위.
    3. “갑”이 “을”에게 전자제품과 관련된 상품권을 구입하게 요구하는 행위.
    4. 계약과 관련된 비밀 정보를 부당하게 활용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통해 전자제품을 납품하도록 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 전자제품 손실에 대해 전액 부담을 전가하는 행위.
    7. “갑”이 “을”의 경영방침에 부당하게 개입하여 자사의 판매 이익을 도모하는 행위.
"
16,0,2,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 다음 각 호와 같이 부당한 요구하여 이를 통해 이익을 취할 수 있다.
    1. “을”의 전자제품을 무상으로 제공받거나 지나치게 낮은 가격으로 취득하는 행위.
    2. “을”에게 특정 전자제품만을 거래하도록 강요하는 행위.
    3. “갑”이 “을”에게 전자제품과 관련된 상품권을 구입하게 요구하는 행위.
    4. 계약과 관련된 비밀 정보를 부당하게 활용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통해 전자제품을 납품하도록 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 전자제품 손실에 대해 전액 부담을 전가하는 행위.
    7. “갑”이 “을”의 경영방침에 부당하게 개입하여 자사의 판매 이익을 도모하는 행위.
"
16,0,3,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 다음 각 호와 같이 부당한 요구하여 이를 통해 이익을 취할 수 있다.
    1. “을”의 전자제품을 무상으로 제공받거나 지나치게 낮은 가격으로 취득하는 행위.
    2. “을”에게 특정 전자제품만을 거래하도록 강요하는 행위.
    3. “갑”이 “을”에게 전자제품과 관련된 상품권을 구입하게 요구하는 행위.
    4. 계약과 관련된 비밀 정보를 부당하게 활용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통해 전자제품을 납품하도록 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 전자제품 손실에 대해 전액 부담을 전가하는 행위.
    7. “갑”이 “을”의 경영방침에 부당하게 개입하여 자사의 판매 이익을 도모하는 행위.
"
16,0,4,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 다음 각 호와 같이 부당한 요구하여 이를 통해 이익을 취할 수 있다.
    1. “을”의 전자제품을 무상으로 제공받거나 지나치게 낮은 가격으로 취득하는 행위.
    2. “을”에게 특정 전자제품만을 거래하도록 강요하는 행위.
    3. “갑”이 “을”에게 전자제품과 관련된 상품권을 구입하게 요구하는 행위.
    4. 계약과 관련된 비밀 정보를 부당하게 활용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통해 전자제품을 납품하도록 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 전자제품 손실에 대해 전액 부담을 전가하는 행위.
    7. “갑”이 “을”의 경영방침에 부당하게 개입하여 자사의 판매 이익을 도모하는 행위.
"
16,0,5,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 다음 각 호와 같이 부당한 요구하여 이를 통해 이익을 취할 수 있다.
    1. “을”의 전자제품을 무상으로 제공받거나 지나치게 낮은 가격으로 취득하는 행위.
    2. “을”에게 특정 전자제품만을 거래하도록 강요하는 행위.
    3. “갑”이 “을”에게 전자제품과 관련된 상품권을 구입하게 요구하는 행위.
    4. 계약과 관련된 비밀 정보를 부당하게 활용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통해 전자제품을 납품하도록 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 전자제품 손실에 대해 전액 부담을 전가하는 행위.
    7. “갑”이 “을”의 경영방침에 부당하게 개입하여 자사의 판매 이익을 도모하는 행위.
"
16,0,6,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 다음 각 호와 같이 부당한 요구하여 이를 통해 이익을 취할 수 있다.
    1. “을”의 전자제품을 무상으로 제공받거나 지나치게 낮은 가격으로 취득하는 행위.
    2. “을”에게 특정 전자제품만을 거래하도록 강요하는 행위.
    3. “갑”이 “을”에게 전자제품과 관련된 상품권을 구입하게 요구하는 행위.
    4. 계약과 관련된 비밀 정보를 부당하게 활용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통해 전자제품을 납품하도록 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 전자제품 손실에 대해 전액 부담을 전가하는 행위.
    7. “갑”이 “을”의 경영방침에 부당하게 개입하여 자사의 판매 이익을 도모하는 행위.
"
16,0,7,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게 다음 각 호와 같이 부당한 요구하여 이를 통해 이익을 취할 수 있다.
    1. “을”의 전자제품을 무상으로 제공받거나 지나치게 낮은 가격으로 취득하는 행위.
    2. “을”에게 특정 전자제품만을 거래하도록 강요하는 행위.
    3. “갑”이 “을”에게 전자제품과 관련된 상품권을 구입하게 요구하는 행위.
    4. 계약과 관련된 비밀 정보를 부당하게 활용하거나 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통해 전자제품을 납품하도록 유도하는 행위.
    6. “갑”이 “을”의 과실 없이 발생한 전자제품 손실에 대해 전액 부담을 전가하는 행위.
    7. “갑”이 “을”의 경영방침에 부당하게 개입하여 자사의 판매 이익을 도모하는 행위.
"
16,0,0,1,16,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게  다음 각 호와 같은 행위를 통해 부당한 이득을 취해도 되지만, 압박을 가하지 말아야 한다.
    1. “을”의 스포츠 용품을 무상으로 제공받거나 비정상적으로 저렴한 가격에 취득하는 행위.
    2. 특정 스포츠 용품 브랜드와만 거래하게 강요하거나, 다른 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 스포츠 용품과 관련된 상품권을 구입하도록 요구하는 행위.
    4. 계약 내에서 얻은 영업비밀을 부당하게 이용하거나 외부에 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통한 스포츠 용품 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없는 스포츠 용품 손실에 대해 부담을 전가하는 행위.
    7. “갑”이 자사의 판매 이익을 위해 “을”의 경영 활동에 간섭하는 행위.
"
16,0,1,0,0,"
    제16조 [각종 불이익 제공 금지 등]
    “갑”은 “을”에게  다음 각 호와 같은 행위를 통해 부당한 이득을 취해도 되지만, 압박을 가하지 말아야 한다.
    1. “을”의 스포츠 용품을 무상으로 제공받거나 비정상적으로 저렴한 가격에 취득하는 행위.
    2. 특정 스포츠 용품 브랜드와만 거래하게 강요하거나, 다른 브랜드와의 거래를 방해하는 행위.
    3. “갑”이 “을”에게 스포츠 용품과 관련된 상품권을 구입하도록 요구하는 행위.
    4. 계약 내에서 얻은 영업비밀을 부당하게 이용하거나 외부에 유출하는 행위.
    5. “갑”이 “을”에게 제3자를 통한 스포츠 용품 납품을 유도하는 행위.
    6. “갑”이 “을”의 과실 없는 스포츠 용품 손실에 대해 부담을 전가하는 행위.
    7. “갑”이 자사의 판매 이익을 위해 “을”의 경영 활동에 간섭하는 행위.
"
