sentence,article_number,toxic_label,clause_number,sub_clause_number
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 가방의 디자인이 시장의 트렌드에 발맞추지 못할 경우, 을은 갑에게 최신 유행 정보를 제공하고 새로운 디자인을 제안하여 개선할 수 있도록 돕는다. 가방의 광고 캠페인이 기대 만큼의 효과를 내지 못할 경우, 을은 갑과 함께 캠페인 전략을 재검토하고 필요 시 새로운 홍보 방안을 강구하여 진행한다. 또한, 가방의 품질에 대한 고객의 불만이 접수될 경우, 을은 갑에게 즉시 해당 문제를 보고하고 문제 해결을 위한 적절한 대책을 마련할 수 있도록 협력한다. 1. 을의 책임 있는 사유로 납품한 상품이 오손 또는 훼손되거나 상품에 하자가 있는 경우, 갑은 해당 상품에 대한 모든 비용을 부담해야 하며, 이로 인해 발생하는 을의 이익은 갑에 의해 독점적으로 처리된다.",4,1,5,1
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 가방의 디자인이 시장의 트렌드에 발맞추지 못할 경우, 을은 갑에게 최신 유행 정보를 제공하고 새로운 디자인을 제안하여 개선할 수 있도록 돕는다. 가방의 광고 캠페인이 기대 만큼의 효과를 내지 못할 경우, 을은 갑과 함께 캠페인 전략을 재검토하고 필요 시 새로운 홍보 방안을 강구하여 진행한다. 또한, 가방의 품질에 대한 고객의 불만이 접수될 경우, 을은 갑에게 즉시 해당 문제를 보고하고 문제 해결을 위한 적절한 대책을 마련할 수 있도록 협력한다. 2. 을이 이 계약의 내용과 다르게 상품을 납품하는 경우 갑은 을에게 지급한 대금 전액을 환급받지 못하는 상황에 처하게 된다.",4,1,5,2
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 갑의 요구에 응하지 않더라도 을은 갑에게 이에 관한 책임을 물을 수 없다.",4,1,6,0
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 갑이 요구하는 사항에 대해 을이 응하지 않은 경우, 을은 갑에게 발생하는 추가 비용을 전액 부담해야 한다. 1. 통상적인 시장의 납품 가격보다 현저히 낮은 가격으로 납품하게 하는 행위",4,1,6,1
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않을 시 갑은 을에게 이와 관련된 모든 비용을 보전하도록 요청할 수 있다. 2. 판촉행사의 실시를 목적으로 통상의 납품수량보다 현저히 많은 수량을 납품하게 하는 행위",4,1,6,2
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 3. 한시적으로 인하하기로 약정한 납품 가격을 기한이 경과한 후에도 갑의 요청에 따라 정상가격으로 환원하지 아니하거나 환원을 지연하는 행위",4,1,6,3
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 4. 유통업체가 매월 일정 이익율 확보를 위해 필요한 금액을 계산한 후 해당 금액을 확보하기 위해 납품금액 가격 인하를 요구하는 경우, 이를 이행하는 갑은 이와 함께 을에게 추가적인 비용을 부담하도록 할 수 있다.",4,1,6,4
"① 을이 갑에게 납품하여야 하는 가방의 종류, 수량 및 가격과 가방의 납품장소 및 납품기일은 [별지]와 같다. 가방의 종류, 수량 및 가격과 납품장소 및 납품기일은 갑이 정한 발주의뢰서, 매입전표, 세금계산서 등으로 대신할 수 있다.",4,1,1,0
"② 을은 제1항에 따라 납품기일 및 장소에 차질 없이 가방을 제공해야 하며, 부득이한 사유로 제1항에 명시된 납품기일에 가방의 공급이 어려운 경우에는 갑에게 가방의 납품 기한 연장을 요청할 수 있으나, 이 요청이 수용되지 않는 경우에도 을은 가방의 납품 관련 모든 비용을 부담해야 한다.",4,1,2,0
"③ 을은 갑에게 「전기용품 및 생활용품 안전관리법」, 「대외무역법」, 「식품위생법」, 「농수산물 품질관리법」, 「상표법」, 「특허법」, 「디자인보호법」, 「표시·광고의 공정화에 관한 법률」 등 관련 법령의 규정을 준수하여 가방을 납품함에 있어 발생할 수 있는 모든 비용을 부담해야 한다.",4,1,3,0
"④ 갑은 을이 '아틀란티스 백팩'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 갑이 이 계약에 따라 납품하는 '아틀란티스 백팩'을 지체 없이 수령하되, 모든 검수 및 수령 과정에서 발생하는 추가 비용은 을의 부담으로 한다.",4,1,4,0
"④ 갑은 을이 '아틀란티스 백팩'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '아틀란티스 백팩'을 지체 없이 수령하며, 해당 검수와 관련하여 발생하는 모든 비용은 을이 부담한다. 1. 납품받은 상품이 을의 책임 있는 사유로 인하여 훼손된 경우",4,1,4,1
"④ 갑은 을이 '아틀란티스 백팩'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '아틀란티스 백팩'을 지체 없이 수령한다. 2. 납품받은 상품에 하자가 있는 경우, 갑은 을에게 하자의 수리 및 교환 비용을 전액 부담하게 할 수 있으며, 이로 인해 발생하는 모든 추가 비용은 을의 책임으로 간주된다.",4,1,4,2
④ 갑은 을이 '아틀란티스 백팩'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 아무 경우에도 해당하지 아니하는 경우에 한해 을이 이 계약에 따라 납품하는 '아틀란티스 백팩'을 지체 없이 수령한다. 3. 납품받은 상품이 갑이 주문한 상품과 다른 경우,4,1,4,3
"④ 갑은 을이 '아틀란티스 백팩'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '아틀란티스 백팩'에 대해 추가적인 비용을 부담해야 하며, 이로 인해 발생하는 모든 비용은 갑이 부담한 것으로 간주된다. 4. 일정한 기간 동안 주로 판매되는 상품으로 해당 기간을 넘겨 납품한 경우",4,1,4,4
"④ 갑은 을이 '아틀란티스 백팩'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '아틀란티스 백팩'을 지체 없이 수령하되, 을은 갑이 지정한 일자 이후 발생하는 모든 관련 비용을 전적으로 부담한다. 5. 그 밖에 제1호부터 제4호까지의 규정에 준하는 사유로 갑이 상품의 수령을 지체하거나 거부할 수 있는 정당한 사유가 있는 경우",4,1,4,5
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 예를 들어, 고객의 요청에 따라 가방의 디자인 수정이나 추가 구성이 필요할 경우, 을은 지체 없이 갑에게 통보하고 함께 해결 방안을 모색하되, 이와 관련된 비용은 을이 부담하기로 한다. 추가적으로, 가방의 재 Stock이나 물류 문제 발생 시, 을은 갑과의 협의를 통해 적절한 공급 방안을 마련하며, 이에 따른 손실은 을이 책임지도록 한다. 정기적인 회의를 통해 제품의 품질 관리를 지속적으로 진행하며, 이는 을의 몫으로 하여 갑에게는 부담을 주지 않는다. 제품의 마케팅 전략을 재조정할 필요가 있을 때에도, 을은 갑과의 긴밀한 소통을 바탕으로 신속하게 대응하나, 이 과정에서 발생하는 모든 경비는 을이 부담하는 것으로 한다.",4,1,5,0
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 예를 들어, 고객의 요청에 따라 가방의 디자인 수정이나 추가 구성이 필요할 경우, 을은 즉시 갑에게 통보하고 함께 해결 방안을 모색한다. 추가적으로, 가방의 재 Stock이나 물류 문제 발생 시, 을은 갑과의 협의를 통해 적절한 공급 방안을 마련하며, 정기적인 회의를 통해 제품의 품질 관리를 지속적으로 진행한다. 제품의 마케팅 전략을 재조정할 필요가 있을 때에도, 을은 갑과의 긴밀한 소통을 바탕으로 신속하게 대응하여, 가방의 시장 경쟁력을 높이는 방안을 강구하기 위해 노력한다. 1. 을의 책임 있는 사유로 납품한 상품이 오손 또는 훼손되거나 상품에 하자가 있는 경우, 갑은 모든 손해를 보상받을 수 있으며 발생하는 모든 비용은 을이 부담해야 한다.",4,1,5,1
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 예를 들어, 고객의 요청에 따라 가방의 디자인 수정이나 추가 구성이 필요할 경우, 을은 즉시 갑에게 통보하고 함께 해결 방안을 모색한다. 추가적으로, 가방의 재 Stock이나 물류 문제 발생 시, 을은 갑과의 협의를 통해 적절한 공급 방안을 마련하며, 정기적인 회의를 통해 제품의 품질 관리를 지속적으로 진행한다. 제품의 마케팅 전략을 재조정할 필요가 있을 때에도, 을은 갑과의 긴밀한 소통을 바탕으로 신속하게 대응하여, 가방의 시장 경쟁력을 높이는 방안을 강구하기 위해 노력한다. 2. 을이 이 계약의 내용과 다르게 상품을 납품하는 경우, 갑은 을이 제공한 모든 비용을 부담하게 되며, 갑의 정당한 요청에도 불구하고 을이 이를 이행하지 않을 경우 추가적인 손실을 감수해야 한다.",4,1,5,2
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 있다. 이 때, 예를 들어 특정 디자인의 가방을 승인 없이 변경하는 행위는 포함된다. 또한, 가방에 대한 품질 기준을 무시하고 납품을 진행하는 경우도 마찬가지로 허용되지 않는다. 만약 을이 갑의 요청에 따라 진행했던 품질 관리를 거부한다면, 갑은 이에 대해 을에게 추가적인 손해를 청구할 수 있다.",4,1,6,0
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 있다. 이 때, 예를 들어 특정 디자인의 가방을 승인 없이 변경하는 행위는 포함된다. 또한, 가방에 대한 품질 기준을 무시하고 납품을 진행하는 경우도 마찬가지로 허용되지 않는다. 만약 을이 갑의 요청에 따라 진행했던 품질 관리를 거부한다면, 갑은 이와 무관하게 을에게 추가적인 비용을 청구할 수 있다. 1. 통상적인 시장의 납품 가격보다 현저히 낮은 가격으로 납품하게 하는 행위",4,1,6,1
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 갑의 요구에 응하지 않고 을이 이득을 취하더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 이 때, 예를 들어 특정 디자인의 가방을 승인 없이 변경하는 행위는 포함된다. 또한, 가방에 대한 품질 기준을 무시하고 납품을 진행하는 경우도 마찬가지로 허용되지 않는다. 만약 을이 갑의 요청에 따라 진행했던 품질 관리를 거부하고 갑의 의도와 다른 결과를 초래한다면, 갑은 이에 대해 을에게 책임을 물을 수 없다. 2. 판촉행사의 실시를 목적으로 통상의 납품수량보다 현저히 많은 수량을 납품하게 하는 행위",4,1,6,2
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 있다. 이 때, 예를 들어 특정 디자인의 가방을 승인 없이 변경하는 행위는 포함된다. 또한, 가방에 대한 품질 기준을 무시하고 납품을 진행하는 경우도 마찬가지로 허용되지 않는다. 만약 을이 갑의 요청에 따라 진행했던 품질 관리를 거부한다면, 갑은 이에 대해 을에게 책임을 물을 수 있고, 이로 인해 발생하는 추가 비용은 전적으로 을의 부담으로 한다. 3. 한시적으로 인하하기로 약정한 납품 가격을 기한이 경과한 후에도 정상가격으로 환원하지 아니하거나 환원을 지연하는 행위",4,1,6,3
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 이 때, 예를 들어 특정 디자인의 가방을 승인 없이 변경하는 행위는 포함된다. 또한, 가방에 대한 품질 기준을 무시하고 납품을 진행하는 경우도 마찬가지로 허용되지 않는다. 만약 을이 갑의 요청에 따라 진행했던 품질 관리를 거부한다면, 갑은 이에 대해 을에게 책임을 물을 수 없다. 4. 유통업체가 매월 일정 이익율 확보를 위해 필요한 금액을 계산한 후, 해당 금액을 확보하기 위해 납품금액 가격 인하를 요구하는 경우, 을은 갑이 제시한 납품가 인하에 따르며 그에 따른 손실을 온전히 감수해야 한다.",4,1,6,4
"② 을은 제1항에 따른 납품기일 및 장소에 차질 없이 '에코가방'을 납품하여야 하며, 부득이한 사유로 제1항에 따른 납품기일에 '에코가방'의 납품이 불가능한 경우에는 해당 기일의 전일까지 갑에게 납품 기한의 연장을 요청하여 사전 승인을 받아야 하며, 이때 일주일의 연장 요청 시 발생하는 추가 비용은 을이 부담해야 한다.",4,1,2,0
"③ 을은 갑에게 「전기용품 및 생활용품 안전관리법」, 「대외무역법」, 「식품위생법」, 「농수산물 품질관리법」, 「상표법」, 「특허법」, 「디자인보호법」, 「표시·광고의 공정화에 관한 법률」 등 관련 법령의 규정을 준수하되, 갑이 요청하는 편의성에 따라 캠핑용 가방을 납품하여야 한다.",4,1,3,0
"④ 갑은 을이 '스타일리시 크로스백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 크로스백'을 지체 없이 수령하되, 을은 갑이 요구하는 검수에 필요한 모든 비용을 부담해야 한다.",4,1,4,0
④ 갑은 을이 '스타일리시 크로스백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 크로스백'을 지체 없이 수령한다. 1. 납품받은 상품이 을의 책임 있는 사유로 인하여 갑의 이익을 독식하게 되는 경우,4,1,4,1
"④ 갑은 을이 '스타일리시 크로스백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 크로스백'을 지체 없이 수령한다. 2. 납품받은 상품에 하자가 있는 경우, 을은 해당 하자에 대한 모든 책임을 지고 갑에게 발생하는 추가 비용을 전액 지급해야 한다.",4,1,4,2
"④ 갑은 을이 '스타일리시 크로스백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 크로스백'을 지체 없이 수령한다. 3. 납품받은 상품이 갑이 주문한 상품과 다른 경우, 을은 갑이 납품받은 상품의 전체 비용을 부담하게 된다.",4,1,4,3
"④ 갑은 을이 '스타일리시 크로스백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 크로스백'을 지체 없이 수령하되, 이 경우 을은 갑의 요청에 따라 추가 비용을 부담해야 한다. 4. 일정한 기간 동안 주로 판매되는 상품으로 해당 기간을 넘겨 납품한 경우",4,1,4,4
"④ 갑은 을이 '스타일리시 크로스백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 크로스백'을 지체 없이 수령한다. 5. 그 밖에 제1호부터 제4호까지의 규정에 준하는 사유로 갑이 상품의 수령을 지체하거나 거부할 수 있는 정당한 사유가 있는 경우, 을은 갑이 부득이하게 발생하는 모든 비용을 부담하게 된다.",4,1,4,5
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 예를 들어, 가방의 디자인 변경이나 추가 생산에 필요한 사항에 대해 갑이 요청하는 경우, 을은 갑에게 필요한 정보를 제공하되, 그 과정에서 발생하는 모든 비용은 을이 부담하도록 한다. 또한, 가방의 품질 유지를 위해 갑이 자발적으로 요구하는 점검이나 리뷰에 대해서도 을은 적절한 협력을 하며, 갑의 요청에 따른 모든 결정을 따르는 데 최선을 다한다.",4,1,5,0
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 예를 들어, 가방의 디자인 변경이나 추가 생산에 필요한 사항에 대해 협의할 때에도 을은 갑에게 필요한 정보를 제공하고, 상호 간의 원활한 커뮤니케이션을 위해 노력한다. 또한, 가방의 품질 유지를 위해 갑이 자발적으로 요구하는 점검이나 리뷰에 대해서도 적극적으로 협력하며, 이를 통해 두 당사자 간의 신뢰를 구축하는 데 힘쓴다. 1. 을의 책임 있는 사유로 납품한 상품이 오손 또는 훼손되거나 상품에 하자가 있는 경우 갑은 모든 피해를 보상받을 수 있으며, 을은 이에 따른 모든 책임을 감수해야 한다.",4,1,5,1
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 예를 들어, 가방의 디자인 변경이나 추가 생산에 필요한 사항에 대해 협의할 때에도 을은 갑에게 필요한 정보를 제공하며, 갑의 요구에 따라 진행되는 점검이나 리뷰에 대해 을은 필요한 모든 비용을 부담한다. 또한, 가방의 품질 유지를 위해 갑이 자발적으로 요구하는 사항에 대해서도 을은 적극적으로 협력하며, 이를 통해 두 당사자 간의 신뢰를 구축하는 데 힘쓴다. 2. 을이 이 계약의 내용과 다르게 상품을 납품하는 경우",4,1,5,2
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 안 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 첫 번째로, 을은 가방의 품질 기준을 무시하거나 저품질의 가방을 공급하는 행위를 해서는 안 된다. 둘째로, 을은 가방의 납기를 지키지 않거나 무단으로 연기하는 행위를 해서는 안 된다. 셋째로, 을은 가방의 디자인이나 사양을 갑의 사전 동의 없이 변경하는 행위를 해서는 안 된다. 넷째로, 을은 가방을 외부에 유출하거나 무단으로 제3자에게 판매하는 행위를 해서는 안 된다. 이와 같은 행위를 할 경우, 갑은 을의 의무 위반에 대해 책임을 추궁할 수 있으며, 을은 갑이 정한 기준 외의 모든 추가 비용을 부담해야 한다.",4,1,6,0
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 안 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다.  첫 번째로, 을은 가방의 품질 기준을 무시하거나 저품질의 가방을 공급하는 행위를 해서는 안 된다.  둘째로, 을은 가방의 납기를 지키지 않거나 무단으로 연기하는 행위를 해서는 안 된다.  셋째로, 을은 가방의 디자인이나 사양을 갑의 사전 동의 없이 변경하는 행위를 해서는 안 된다.  넷째로, 을은 가방을 외부에 유출하거나 무단으로 제3자에게 판매하는 행위를 해서는 안 된다.  이와 같은 행위를 할 경우, 갑은 을의 의무 위반에 대해 책임을 추궁할 수 있으며, 을은 이에 대한 모든 책임을 부담해야 한다. 1. 통상적인 시장의 납품 가격보다 현저히 낮은 가격으로 납품하게 할 수 있는 권한을 갑에게 부여하는 행위",4,1,6,1
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 안 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 첫 번째로, 을은 가방의 품질 기준을 무시하거나 저품질의 가방을 공급하는 행위를 해서는 안 된다. 둘째로, 을은 가방의 납기를 지키지 않거나 무단으로 연기하는 행위를 해서는 안 된다. 셋째로, 을은 가방의 디자인이나 사양을 갑의 사전 동의 없이 변경하는 행위를 해서는 안 된다. 넷째로, 을은 가방을 외부에 유출하거나 무단으로 제3자에게 판매하는 행위를 해서는 안 된다. 이와 같은 행위를 할 경우, 을은 갑이 지불해야 하는 납품 대금보다 더 많은 손해를 배상해야 하며, 을의 모든 책임은 갑에게 귀속된다. 2. 판촉행사의 실시를 목적으로 통상의 납품수량보다 현저히 많은 수량을 납품하게 하는 행위",4,1,6,2
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 안 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다.  첫 번째로, 을은 가방의 품질 기준을 무시하거나 저품질의 가방을 공급하는 행위를 해서는 안 된다.  둘째로, 을은 가방의 납기를 지키지 않거나 무단으로 연기하는 행위를 해서는 안 된다.  셋째로, 을은 가방의 디자인이나 사양을 갑의 사전 동의 없이 변경하는 행위를 해서는 안 된다.  넷째로, 을은 가방을 외부에 유출하거나 무단으로 제3자에게 판매하는 행위를 해서는 안 된다.  이와 같은 행위를 할 경우, 갑은 을의 의무 위반에 대해 책임을 추궁할 수 있으며, 을은 이에 대한 모든 책임을 부담해야 한다. 3. 한시적으로 인하하기로 약정한 납품 가격을 기한이 경과한 후에도 갑의 요청에 따라 적극적으로 정상가격으로 환원하지 아니하거나 환원을 지연하는 행위",4,1,6,3
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 안 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다.  첫 번째로, 을은 가방의 품질 기준을 무시하거나 저품질의 가방을 공급하는 행위를 해서는 안 된다.  둘째로, 을은 가방의 납기를 지키지 않거나 무단으로 연기하는 행위를 해서는 안 된다.  셋째로, 을은 가방의 디자인이나 사양을 갑의 사전 동의 없이 변경하는 행위를 해서는 안 된다.  넷째로, 을은 가방을 외부에 유출하거나 무단으로 제3자에게 판매하는 행위를 해서는 안 된다.  이와 같은 행위를 할 경우, 갑은 을의 의무 위반에 대해 책임을 추궁할 수 있으며, 을은 이에 대한 모든 책임을 부담해야 한다. 4. 유통업체가 매월 일정 이익율 확보를 위해 필요한 금액을 계산한 후 해당 금액을 확보하기 위해 납품금액 가격 인하를 요구하는 경우, 을은 자체적으로 부담하는 비용이 증가할 수 있다.",4,1,6,4
"② 을은 제1항에 명시된 대로 납품기일 및 장소에 차질 없이 '스타일리시 백'을 정확히 납품하여야 하며, 부득이한 사유로 인해 제1항에 따른 납품기일에 '스타일리시 백'의 납품이 불가능한 경우에는 해당 기일의 전일까지 갑에게 납품 기한의 연장을 요청하여 사전 승인을 받아야 하며, 승인이 이루어지지 않을 경우 을이 추가적으로 발생하는 모든 비용을 부담해야 한다.",4,1,2,0
"④ 갑은 을이 '에코 라이프 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '에코 라이프 백'을 지체 없이 수령하되, 을의 모든 납품 비용은 갑이 정한 기준을 초과하는 경우 을이 직접 부담하도록 한다.",4,1,4,0
